firm_id;year;Revenue;PPE;EBIT;RD;Personnel;sector;regime
HP Inc (US);2018;44.39;2.22;3.55;1.33;5.21;INDUS;SHORT
HP Inc (US);2019;45.72;2.29;3.66;1.37;5.31;INDUS;SHORT
HP Inc (US);2020;47.09;2.35;3.77;1.41;5.4;INDUS;SHORT
HP Inc (US);2021;48.5;2.43;3.88;1.45;5.5;INDUS;SHORT
HP Inc (US);2022;49.96;2.5;4.0;1.5;5.6;INDUS;SHORT
HP Inc (US);2023;51.46;2.57;4.12;1.54;5.7;INDUS;SHORT
HP Inc (US);2024;53.0;2.65;4.24;1.59;5.8;INDUS;SHORT
HPE (US);2015;22.23;4.45;2.67;1.56;5.11;INDUS;SHORT
HPE (US);2016;22.89;4.58;2.75;1.6;5.21;INDUS;SHORT
HPE (US);2017;23.58;4.72;2.83;1.65;5.3;INDUS;SHORT
HPE (US);2018;24.29;4.86;2.91;1.7;5.39;INDUS;SHORT
HPE (US);2019;25.02;5.0;3.0;1.75;5.49;INDUS;SHORT
HPE (US);2020;25.77;5.15;3.09;1.8;5.59;INDUS;SHORT
HPE (US);2021;26.54;5.31;3.18;1.86;5.69;INDUS;SHORT
HPE (US);2022;27.34;5.47;3.28;1.91;5.79;INDUS;SHORT
HPE (US);2023;28.16;5.63;3.38;1.97;5.89;INDUS;SHORT
HPE (US);2024;29.0;5.8;3.48;2.03;6.0;INDUS;SHORT
Haier Smart;2015;21.369;3.3929;1.3929;0.7738;6.25;INDUS;SHORT
Haier Smart;2016;28.3619;3.8452;1.7024;1.0762;7.52;INDUS;SHORT
Haier Smart;2017;37.9167;4.4881;2.4405;1.3857;7.85;INDUS;SHORT
Haier Smart;2018;43.6476;5.0357;2.9643;1.5524;8.52;INDUS;SHORT
Haier Smart;2019;47.8;5.3452;3.1548;1.7262;9.15;INDUS;SHORT
Haier Smart;2020;49.9357;5.9167;3.0595;1.9405;9.85;INDUS;SHORT
Haier Smart;2021;54.181;6.3143;3.869;2.2024;10.45;INDUS;SHORT
Haier Smart;2022;57.9786;6.7024;4.1714;2.4405;10.85;INDUS;SHORT
Haier Smart;2023;62.2429;7.481;4.5524;2.6548;11.25;INDUS;SHORT
Haier Smart;2024;66.7024;8.2976;5.1071;2.9643;11.55;INDUS;SHORT
Hamamatsu Photonics (JP);2015;0.83;0.25;0.21;0.08;0.37;INDUS;SHORT
Hamamatsu Photonics (JP);2016;0.88;0.26;0.22;0.09;0.38;INDUS;SHORT
Hamamatsu Photonics (JP);2017;0.93;0.28;0.23;0.09;0.39;INDUS;SHORT
Hamamatsu Photonics (JP);2018;0.99;0.3;0.25;0.1;0.41;INDUS;SHORT
Hamamatsu Photonics (JP);2019;1.05;0.32;0.26;0.11;0.42;INDUS;SHORT
Hamamatsu Photonics (JP);2020;1.11;0.33;0.28;0.11;0.43;INDUS;SHORT
Hamamatsu Photonics (JP);2021;1.18;0.35;0.29;0.12;0.45;INDUS;SHORT
Hamamatsu Photonics (JP);2022;1.25;0.38;0.31;0.12;0.47;INDUS;SHORT
Hamamatsu Photonics (JP);2023;1.32;0.4;0.33;0.13;0.48;INDUS;SHORT
Hamamatsu Photonics (JP);2024;1.4;0.42;0.35;0.14;0.5;INDUS;SHORT
Hangcha Group;2015;1.0762;0.2667;0.0833;0.0429;0.35;INDUS;SHORT
Hangcha Group;2016;1.2262;0.2976;0.1;0.0524;0.38;INDUS;SHORT
Hangcha Group;2017;1.6619;0.3452;0.1381;0.0667;0.42;INDUS;SHORT
Hangcha Group;2018;2.0095;0.4405;0.1714;0.0833;0.45;INDUS;SHORT
Hangcha Group;2019;2.1071;0.5048;0.2024;0.1;0.48;INDUS;SHORT
Hangcha Group;2020;2.7262;0.6786;0.2667;0.131;0.52;INDUS;SHORT
Hangcha Group;2021;3.45;0.8381;0.2976;0.1548;0.55;INDUS;SHORT
Hangcha Group;2022;3.431;0.981;0.3214;0.1714;0.52;INDUS;SHORT
Hangcha Group;2023;3.8738;1.1548;0.5048;0.2024;0.55;INDUS;SHORT
Hangcha Group;2024;4.3143;1.2976;0.5833;0.2262;0.58;INDUS;SHORT
Hanmi Pharma;2015;1.15;0.35;0.18;0.16;0.22;PHARMA;LONG
Hanmi Pharma;2016;0.78;0.38;0.03;0.14;0.23;PHARMA;LONG
Hanmi Pharma;2017;0.85;0.41;0.07;0.15;0.23;PHARMA;LONG
Hanmi Pharma;2018;0.92;0.43;0.08;0.17;0.24;PHARMA;LONG
Hanmi Pharma;2019;0.95;0.45;0.09;0.18;0.24;PHARMA;LONG
Hanmi Pharma;2020;0.91;0.46;0.04;0.19;0.24;PHARMA;LONG
Hanmi Pharma;2021;1.05;0.48;0.11;0.14;0.25;PHARMA;LONG
Hanmi Pharma;2022;1.02;0.5;0.12;0.13;0.25;PHARMA;LONG
Hanmi Pharma;2023;1.12;0.52;0.16;0.16;0.26;PHARMA;LONG
Hanmi Pharma;2024;1.22;0.55;0.18;0.17;0.27;PHARMA;LONG
Hanwha Sol. (KR);2015;7.1;4.5;0.5;0.1;0.5;INDUS;SHORT
Hanwha Sol. (KR);2016;7.8;4.8;0.7;0.1;0.5;INDUS;SHORT
Hanwha Sol. (KR);2017;8.1;5.1;0.7;0.1;0.5;INDUS;SHORT
Hanwha Sol. (KR);2018;7.8;5.3;0.3;0.1;0.6;INDUS;SHORT
Hanwha Sol. (KR);2019;8.2;5.8;0.3;0.2;0.6;INDUS;SHORT
Hanwha Sol. (KR);2020;7.9;6.5;0.5;0.2;0.6;INDUS;SHORT
Hanwha Sol. (KR);2021;9.1;7.2;0.6;0.2;0.7;INDUS;SHORT
Hanwha Sol. (KR);2022;10.5;8.4;0.8;0.2;0.7;INDUS;SHORT
Hanwha Sol. (KR);2023;10.1;9.1;0.5;0.2;0.7;INDUS;SHORT
Hanwha Sol. (KR);2024;9.8;10.2;0.2;0.3;0.8;INDUS;SHORT
Hengdian DMEGC;2015;0.9405;0.3452;0.0833;0.0286;0.85;INDUS;SHORT
Hengdian DMEGC;2016;1.1238;0.4405;0.1071;0.0357;0.92;INDUS;SHORT
Hengdian DMEGC;2017;1.1952;0.5048;0.1381;0.0429;1.05;INDUS;SHORT
Hengdian DMEGC;2018;1.5429;0.5833;0.1786;0.0595;1.15;INDUS;SHORT
Hengdian DMEGC;2019;1.5619;0.6786;0.1952;0.0762;1.22;INDUS;SHORT
Hengdian DMEGC;2020;1.931;0.8381;0.2667;0.1071;1.45;INDUS;SHORT
Hengdian DMEGC;2021;3.0024;1.1548;0.3619;0.1548;1.65;INDUS;SHORT
Hengdian DMEGC;2022;3.6952;1.4571;0.4405;0.2024;1.82;INDUS;SHORT
Hengdian DMEGC;2023;4.6952;1.7905;0.5048;0.2667;1.95;INDUS;SHORT
Hengdian DMEGC;2024;5.3452;2.1071;0.6071;0.3452;2.12;INDUS;SHORT
Hexagon (EU);2015;2.85;0.35;0.65;0.32;1.55;INDUS;SHORT
Hexagon (EU);2016;3.15;0.38;0.72;0.35;1.65;INDUS;SHORT
Hexagon (EU);2017;3.45;0.42;0.82;0.38;1.75;INDUS;SHORT
Hexagon (EU);2018;3.75;0.45;0.92;0.42;1.85;INDUS;SHORT
Hexagon (EU);2019;3.95;0.48;0.95;0.45;1.95;INDUS;SHORT
Hexagon (EU);2020;3.85;0.52;0.88;0.48;1.9;INDUS;SHORT
Hexagon (EU);2021;4.45;0.58;1.15;0.55;2.05;INDUS;SHORT
Hexagon (EU);2022;4.95;0.62;1.35;0.62;2.15;INDUS;SHORT
Hexagon (EU);2023;5.25;0.68;1.45;0.68;2.25;INDUS;SHORT
Hexagon (EU);2024;5.65;0.75;1.65;0.75;2.35;INDUS;SHORT
Hirose Electric (JP);2015;0.84;0.17;0.21;0.07;0.4;INDUS;SHORT
Hirose Electric (JP);2016;0.88;0.18;0.22;0.07;0.41;INDUS;SHORT
Hirose Electric (JP);2017;0.91;0.18;0.23;0.07;0.42;INDUS;SHORT
Hirose Electric (JP);2018;0.95;0.19;0.24;0.08;0.43;INDUS;SHORT
Hirose Electric (JP);2019;0.99;0.2;0.25;0.08;0.44;INDUS;SHORT
Hirose Electric (JP);2020;1.03;0.21;0.26;0.08;0.46;INDUS;SHORT
Hirose Electric (JP);2021;1.07;0.21;0.27;0.09;0.47;INDUS;SHORT
Hirose Electric (JP);2022;1.11;0.22;0.28;0.09;0.48;INDUS;SHORT
Hirose Electric (JP);2023;1.15;0.23;0.29;0.09;0.49;INDUS;SHORT
Hirose Electric (JP);2024;1.2;0.24;0.3;0.1;0.5;INDUS;SHORT
Hisense Home Appliances;2015;6.4762;1.0714;0.2857;0.1905;3.2;INDUS;SHORT
Hisense Home Appliances;2016;6.3571;1.1429;0.3571;0.2143;3.1;INDUS;SHORT
Hisense Home Appliances;2017;7.9762;1.2381;0.4286;0.2857;3.5;INDUS;SHORT
Hisense Home Appliances;2018;8.5714;1.381;0.381;0.3571;3.8;INDUS;SHORT
Hisense Home Appliances;2019;8.9286;1.4762;0.5;0.4286;4.0;INDUS;SHORT
Hisense Home Appliances;2020;11.5238;1.7857;0.5952;0.5238;4.2;INDUS;SHORT
Hisense Home Appliances;2021;16.0714;2.1905;0.6667;0.6667;4.5;INDUS;SHORT
Hisense Home Appliances;2022;17.6429;2.5;0.7619;0.7619;4.8;INDUS;SHORT
Hisense Home Appliances;2023;20.381;2.8095;0.9762;0.9048;5.1;INDUS;SHORT
Hisense Home Appliances;2024;22.0238;2.9762;1.1429;1.0;5.3;INDUS;SHORT
Hitachi (JP);2015;82.1;22.5;5.1;3.1;33.5;INDUS;SHORT
Hitachi (JP);2016;78.5;21.4;4.8;3.0;32.1;INDUS;SHORT
Hitachi (JP);2017;80.2;20.5;5.2;3.2;31.8;INDUS;SHORT
Hitachi (JP);2018;81.5;19.8;5.5;3.3;32.2;INDUS;SHORT
Hitachi (JP);2019;79.8;18.5;5.1;3.1;31.5;INDUS;SHORT
Hitachi (JP);2020;75.2;17.4;4.2;3.2;29.8;INDUS;SHORT
Hitachi (JP);2021;78.5;16.5;5.1;2.8;28.5;INDUS;SHORT
Hitachi (JP);2022;82.1;16.1;5.8;2.7;27.2;INDUS;SHORT
Hitachi (JP);2023;70.5;15.5;5.2;2.6;26.5;INDUS;SHORT
Hitachi (JP);2024;62.5;15.8;4.8;2.5;26.8;INDUS;SHORT
Hitachi Construction (JP);2015;6.85;2.15;0.45;0.18;2.3;INDUS;SHORT
Hitachi Construction (JP);2016;6.2;2.1;0.35;0.2;2.25;INDUS;SHORT
Hitachi Construction (JP);2017;8.45;2.35;0.82;0.22;2.45;INDUS;SHORT
Hitachi Construction (JP);2018;9.15;2.55;0.95;0.25;2.55;INDUS;SHORT
Hitachi Construction (JP);2019;8.85;2.65;0.72;0.24;2.5;INDUS;SHORT
Hitachi Construction (JP);2020;7.55;2.75;0.42;0.22;2.45;INDUS;SHORT
Hitachi Construction (JP);2021;9.25;2.85;0.85;0.25;2.55;INDUS;SHORT
Hitachi Construction (JP);2022;9.82;3.15;1.05;0.28;2.6;INDUS;SHORT
Hitachi Construction (JP);2023;9.45;3.25;1.15;0.32;2.55;INDUS;SHORT
Hitachi Construction (JP);2024;9.75;3.45;1.25;0.35;2.65;INDUS;SHORT
Hologic (US);2015;2.71;0.52;0.55;0.21;0.52;INDUS;SHORT
Hologic (US);2016;2.83;0.55;0.65;0.22;0.55;INDUS;SHORT
Hologic (US);2017;3.06;0.58;0.75;0.24;0.58;INDUS;SHORT
Hologic (US);2018;3.22;0.62;0.85;0.25;0.62;INDUS;SHORT
Hologic (US);2019;3.37;0.65;0.95;0.26;0.65;INDUS;SHORT
Hologic (US);2020;3.78;0.75;1.15;0.28;0.68;INDUS;SHORT
Hologic (US);2021;5.63;0.85;2.15;0.35;0.72;INDUS;SHORT
Hologic (US);2022;4.86;0.92;1.65;0.32;0.7;INDUS;SHORT
Hologic (US);2023;4.03;0.95;1.25;0.28;0.7;INDUS;SHORT
Hologic (US);2024;4.25;1.05;1.45;0.32;0.72;INDUS;SHORT
Honda (JP);2015;130.2;32.5;6.1;6.6;20.8;INDUS;SHORT
Honda (JP);2016;126.5;31.8;7.6;6.2;21.2;INDUS;SHORT
Honda (JP);2017;138.2;32.4;7.5;6.5;21.5;INDUS;SHORT
Honda (JP);2018;143.5;33.5;6.5;7.2;22.0;INDUS;SHORT
Honda (JP);2019;135.2;34.1;5.7;7.5;21.9;INDUS;SHORT
Honda (JP);2020;120.4;33.8;6.0;7.1;21.1;INDUS;SHORT
Honda (JP);2021;132.5;34.5;8.1;6.9;20.4;INDUS;SHORT
Honda (JP);2022;145.8;35.8;7.8;7.5;19.7;INDUS;SHORT
Honda (JP);2023;158.2;37.2;10.5;8.4;19.5;INDUS;SHORT
Honda (JP);2024;165.4;38.5;11.2;9.0;19.8;INDUS;SHORT
Honeywell (US);2015;38.6;5.5;7.1;1.9;12.9;INDUS;SHORT
Honeywell (US);2016;39.3;5.8;7.3;1.9;13.1;INDUS;SHORT
Honeywell (US);2017;40.5;6.1;6.0;1.8;13.1;INDUS;SHORT
Honeywell (US);2018;41.8;6.0;7.8;1.8;11.4;INDUS;SHORT
Honeywell (US);2019;36.7;5.8;6.8;1.5;11.3;INDUS;SHORT
Honeywell (US);2020;32.6;6.0;5.8;1.5;10.3;INDUS;SHORT
Honeywell (US);2021;34.4;6.3;6.2;1.5;0.9;INDUS;SHORT
Honeywell (US);2022;35.5;6.6;6.4;1.5;0.9;INDUS;SHORT
Honeywell (US);2023;36.7;6.9;7.1;1.6;0.9;INDUS;SHORT
Honeywell (US);2024;38.2;7.2;7.5;1.7;1.0;INDUS;SHORT
Horiba (JP);2015;1.18;0.24;0.18;0.09;0.58;INDUS;SHORT
Horiba (JP);2016;1.25;0.25;0.19;0.1;0.6;INDUS;SHORT
Horiba (JP);2017;1.33;0.27;0.2;0.11;0.63;INDUS;SHORT
Horiba (JP);2018;1.41;0.28;0.21;0.11;0.65;INDUS;SHORT
Horiba (JP);2019;1.49;0.3;0.22;0.12;0.67;INDUS;SHORT
Horiba (JP);2020;1.58;0.32;0.24;0.13;0.7;INDUS;SHORT
Horiba (JP);2021;1.68;0.34;0.25;0.13;0.72;INDUS;SHORT
Horiba (JP);2022;1.78;0.36;0.27;0.14;0.75;INDUS;SHORT
Horiba (JP);2023;1.89;0.38;0.28;0.15;0.77;INDUS;SHORT
Horiba (JP);2024;2.0;0.4;0.3;0.16;0.8;INDUS;SHORT
Hoshine Silicon;2015;0.7738;0.5048;0.1071;0.0286;0.45;INDUS;SHORT
Hoshine Silicon;2016;0.981;0.5833;0.1381;0.0357;0.52;INDUS;SHORT
Hoshine Silicon;2017;1.6548;0.6786;0.3619;0.0524;0.65;INDUS;SHORT
Hoshine Silicon;2018;2.5833;0.8381;0.6786;0.0833;0.85;INDUS;SHORT
Hoshine Silicon;2019;2.131;1.0762;0.2667;0.0667;0.78;INDUS;SHORT
Hoshine Silicon;2020;2.4643;1.3857;0.3452;0.0833;0.92;INDUS;SHORT
Hoshine Silicon;2021;5.0833;2.0119;1.9333;0.1548;1.25;INDUS;SHORT
Hoshine Silicon;2022;5.631;2.8857;1.219;0.2024;1.45;INDUS;SHORT
Hoshine Silicon;2023;5.7667;3.7738;0.6;0.2262;1.55;INDUS;SHORT
Hoshine Silicon;2024;6.6952;4.3857;0.75;0.2667;1.75;INDUS;SHORT
Hoya Corp (JP);2015;4.1;1.15;1.05;0.18;3.45;INDUS;SHORT
Hoya Corp (JP);2016;4.05;1.12;1.02;0.18;3.52;INDUS;SHORT
Hoya Corp (JP);2017;4.45;1.18;1.15;0.2;3.58;INDUS;SHORT
Hoya Corp (JP);2018;4.85;1.22;1.32;0.22;3.65;INDUS;SHORT
Hoya Corp (JP);2019;5.15;1.28;1.45;0.23;3.72;INDUS;SHORT
Hoya Corp (JP);2020;5.05;1.3;1.38;0.22;3.68;INDUS;SHORT
Hoya Corp (JP);2021;5.85;1.42;1.75;0.25;3.75;INDUS;SHORT
Hoya Corp (JP);2022;6.15;1.48;1.88;0.28;3.82;INDUS;SHORT
Hoya Corp (JP);2023;6.35;1.55;1.95;0.29;3.88;INDUS;SHORT
Hoya Corp (JP);2024;6.65;1.62;2.1;0.31;3.95;INDUS;SHORT
Huafon Chem;2015;1.4571;0.981;0.1071;0.0429;0.42;INDUS;SHORT
Huafon Chem;2016;1.869;1.1548;0.1548;0.0524;0.48;INDUS;SHORT
Huafon Chem;2017;2.6476;1.3143;0.4405;0.0833;0.52;INDUS;SHORT
Huafon Chem;2018;3.1548;1.5357;0.5048;0.1071;0.58;INDUS;SHORT
Huafon Chem;2019;3.281;1.8619;0.5833;0.1238;0.65;INDUS;SHORT
Huafon Chem;2020;3.431;2.1714;0.6786;0.1548;0.72;INDUS;SHORT
Huafon Chem;2021;6.7405;2.9643;2.4095;0.2667;0.85;INDUS;SHORT
Huafon Chem;2022;6.1548;3.7667;0.7738;0.2262;0.92;INDUS;SHORT
Huafon Chem;2023;6.219;4.1548;0.7429;0.25;0.98;INDUS;SHORT
Huafon Chem;2024;6.7738;4.5524;0.9167;0.2976;1.05;INDUS;SHORT
Huafon Microfibre;2015;0.25;0.2024;0.019;0.0095;0.15;INDUS;SHORT
Huafon Microfibre;2016;0.3214;0.2738;0.0286;0.0143;0.18;INDUS;SHORT
Huafon Microfibre;2017;0.5119;0.3619;0.0429;0.0214;0.24;INDUS;SHORT
Huafon Microfibre;2018;0.75;0.4405;0.0595;0.0286;0.28;INDUS;SHORT
Huafon Microfibre;2019;0.8381;0.5119;0.0667;0.0357;0.3;INDUS;SHORT
Huafon Microfibre;2020;0.8214;0.5357;0.0357;0.0381;0.28;INDUS;SHORT
Huafon Microfibre;2021;0.9167;0.6;0.0286;0.0429;0.32;INDUS;SHORT
Huafon Microfibre;2022;0.8619;0.6786;0.019;0.0476;0.3;INDUS;SHORT
Huafon Microfibre;2023;0.9405;0.7262;0.0357;0.0524;0.32;INDUS;SHORT
Huafon Microfibre;2024;1.0;0.7429;0.0429;0.0595;0.35;INDUS;SHORT
Huafon Nylon;2015;0.6786;0.3452;0.0833;0.0286;0.45;INDUS;SHORT
Huafon Nylon;2016;0.7429;0.369;0.1;0.0357;0.48;INDUS;SHORT
Huafon Nylon;2017;1.0119;0.4405;0.1548;0.0429;0.55;INDUS;SHORT
Huafon Nylon;2018;1.2262;0.5357;0.1952;0.0595;0.62;INDUS;SHORT
Huafon Nylon;2019;1.1548;0.6;0.131;0.0524;0.58;INDUS;SHORT
Huafon Nylon;2020;1.2976;0.75;0.1786;0.0762;0.65;INDUS;SHORT
Huafon Nylon;2021;2.1714;1.1548;0.4405;0.1071;0.85;INDUS;SHORT
Huafon Nylon;2022;1.9643;1.3143;0.1548;0.1143;0.82;INDUS;SHORT
Huafon Nylon;2023;2.25;1.4643;0.2262;0.131;0.88;INDUS;SHORT
Huafon Nylon;2024;2.5833;1.631;0.2976;0.1548;0.95;INDUS;SHORT
Huawei (Group);2015;94.05;29.869;10.9167;14.1905;17.5;TECH;LONG
Huawei (Group);2016;124.1833;32.8857;11.3143;18.1905;18.0;TECH;LONG
Huawei (Group);2017;143.719;34.631;13.4167;21.3571;18.5;TECH;LONG
Huawei (Group);2018;171.7143;40.0286;17.4405;24.1667;18.8;TECH;LONG
Huawei (Group);2019;204.4833;43.4405;14.9333;31.3571;19.4;TECH;LONG
Huawei (Group);2020;212.231;45.75;15.3857;33.7857;19.7;TECH;LONG
Huawei (Group);2021;151.631;46.5357;28.9167;33.9762;19.5;TECH;LONG
Huawei (Group);2022;152.9357;48.8452;14.8214;38.4524;20.1;TECH;LONG
Huawei (Group);2023;167.6667;50.6786;24.4048;39.0;20.5;TECH;LONG
HubSpot (US);2015;0.41;0.05;0.07;0.09;0.2;TECH;LONG
HubSpot (US);2016;0.51;0.04;0.05;0.11;0.22;TECH;LONG
HubSpot (US);2017;0.65;0.05;0.12;0.11;0.24;TECH;LONG
HubSpot (US);2018;0.82;0.05;0.16;0.15;0.27;TECH;LONG
HubSpot (US);2019;1.06;0.12;0.18;0.18;0.29;TECH;LONG
HubSpot (US);2020;1.36;0.08;0.17;0.24;0.32;TECH;LONG
HubSpot (US);2021;1.77;0.18;0.2;0.37;0.35;TECH;LONG
HubSpot (US);2022;2.27;0.23;0.36;0.42;0.39;TECH;LONG
HubSpot (US);2023;2.86;0.17;0.45;0.52;0.43;TECH;LONG
HubSpot (US);2024;3.74;0.3;0.69;0.84;0.47;TECH;LONG
Hundsun Technologies;2015;0.531;0.1548;0.1238;0.2024;0.62;TECH;LONG
Hundsun Technologies;2016;0.5167;0.1619;0.0833;0.219;0.65;TECH;LONG
Hundsun Technologies;2017;0.6262;0.1714;0.1;0.2738;0.71;TECH;LONG
Hundsun Technologies;2018;0.7762;0.1857;0.131;0.3214;0.78;TECH;LONG
Hundsun Technologies;2019;0.9143;0.2024;0.181;0.3619;0.85;TECH;LONG
Hundsun Technologies;2020;0.9929;0.219;0.1738;0.3571;0.92;TECH;LONG
Hundsun Technologies;2021;1.3095;0.25;0.2262;0.5095;1.05;TECH;LONG
Hundsun Technologies;2022;1.5476;0.281;0.2714;0.5857;1.15;TECH;LONG
Hundsun Technologies;2023;1.7333;0.2976;0.3381;0.631;1.08;TECH;LONG
Hyundai Mobis (KR);2015;32.5;6.85;2.65;0.55;2.85;INDUS;SHORT
Hyundai Mobis (KR);2016;33.15;7.15;2.55;0.62;2.95;INDUS;SHORT
Hyundai Mobis (KR);2017;31.52;7.5;1.85;0.72;3.15;INDUS;SHORT
Hyundai Mobis (KR);2018;31.45;7.85;1.82;0.78;3.25;INDUS;SHORT
Hyundai Mobis (KR);2019;32.6;8.25;2.05;0.85;3.35;INDUS;SHORT
Hyundai Mobis (KR);2020;30.85;8.5;1.55;0.88;3.42;INDUS;SHORT
Hyundai Mobis (KR);2021;37.2;8.85;1.75;1.05;3.55;INDUS;SHORT
Hyundai Mobis (KR);2022;40.15;9.25;1.65;1.25;3.65;INDUS;SHORT
Hyundai Mobis (KR);2023;44.55;9.85;1.85;1.45;3.85;INDUS;SHORT
Hyundai Mobis (KR);2024;46.2;10.25;2.15;1.65;4.1;INDUS;SHORT
Hyundai Motor (KR);2015;82.5;24.2;5.6;1.8;11.2;INDUS;SHORT
Hyundai Motor (KR);2016;84.1;25.1;5.2;2.1;11.5;INDUS;SHORT
Hyundai Motor (KR);2017;85.8;26.4;4.1;2.3;11.8;INDUS;SHORT
Hyundai Motor (KR);2018;86.5;27.8;2.1;2.5;12.0;INDUS;SHORT
Hyundai Motor (KR);2019;91.2;29.5;3.2;2.7;12.1;INDUS;SHORT
Hyundai Motor (KR);2020;88.4;31.2;2.1;2.8;12.2;INDUS;SHORT
Hyundai Motor (KR);2021;105.1;33.5;5.8;3.0;12.3;INDUS;SHORT
Hyundai Motor (KR);2022;118.5;35.8;8.5;3.3;12.2;INDUS;SHORT
Hyundai Motor (KR);2023;135.2;38.4;12.5;3.6;12.4;INDUS;SHORT
Hyundai Motor (KR);2024;142.1;41.2;13.2;4.0;12.5;INDUS;SHORT
IBM (US);2015;81.7;10.7;15.9;5.2;37.8;TECH;LONG
IBM (US);2016;79.9;10.8;13.0;5.4;38.0;TECH;LONG
IBM (US);2017;79.1;11.1;11.4;5.6;36.7;TECH;LONG
IBM (US);2018;79.6;10.8;11.3;5.4;35.1;TECH;LONG
IBM (US);2019;77.1;10.1;10.2;6.0;35.3;TECH;LONG
IBM (US);2020;55.2;8.5;3.9;6.3;29.0;TECH;LONG
IBM (US);2021;57.4;8.3;4.7;6.5;28.2;TECH;LONG
IBM (US);2022;60.5;8.1;5.4;6.6;28.8;TECH;LONG
IBM (US);2023;61.9;8.0;7.6;6.7;28.2;TECH;LONG
IBM (US);2024;63.2;8.2;8.4;7.1;28.5;TECH;LONG
IKD Co Ltd;2015;0.2738;0.1548;0.0524;0.0119;0.25;INDUS;SHORT
IKD Co Ltd;2016;0.3524;0.1857;0.0667;0.0167;0.28;INDUS;SHORT
IKD Co Ltd;2017;0.4643;0.2262;0.0833;0.0214;0.31;INDUS;SHORT
IKD Co Ltd;2018;0.5357;0.2738;0.1;0.0286;0.35;INDUS;SHORT
IKD Co Ltd;2019;0.519;0.3143;0.0905;0.031;0.36;INDUS;SHORT
IKD Co Ltd;2020;0.5595;0.369;0.0976;0.0357;0.38;INDUS;SHORT
IKD Co Ltd;2021;0.7738;0.4405;0.1071;0.0429;0.42;INDUS;SHORT
IKD Co Ltd;2022;1.0119;0.5357;0.1476;0.0524;0.45;INDUS;SHORT
IKD Co Ltd;2023;1.219;0.6786;0.1857;0.0667;0.48;INDUS;SHORT
IKD Co Ltd;2024;1.4405;0.8214;0.2262;0.0833;0.52;INDUS;SHORT
Ibiden (JP);2015;1.48;0.59;0.22;0.12;1.1;INDUS;SHORT
Ibiden (JP);2016;1.57;0.63;0.24;0.13;1.13;INDUS;SHORT
Ibiden (JP);2017;1.66;0.66;0.25;0.13;1.17;INDUS;SHORT
Ibiden (JP);2018;1.76;0.7;0.26;0.14;1.22;INDUS;SHORT
Ibiden (JP);2019;1.87;0.75;0.28;0.15;1.26;INDUS;SHORT
Ibiden (JP);2020;1.98;0.79;0.3;0.16;1.3;INDUS;SHORT
Ibiden (JP);2021;2.1;0.84;0.32;0.17;1.35;INDUS;SHORT
Ibiden (JP);2022;2.22;0.89;0.33;0.18;1.4;INDUS;SHORT
Ibiden (JP);2023;2.36;0.94;0.35;0.19;1.45;INDUS;SHORT
Ibiden (JP);2024;2.5;1.0;0.38;0.2;1.5;INDUS;SHORT
Idexx Laboratories (US);2015;2.07;0.31;0.62;0.1;0.76;INDUS;SHORT
Idexx Laboratories (US);2016;2.21;0.33;0.66;0.11;0.79;INDUS;SHORT
Idexx Laboratories (US);2017;2.37;0.36;0.71;0.12;0.83;INDUS;SHORT
Idexx Laboratories (US);2018;2.53;0.38;0.76;0.13;0.86;INDUS;SHORT
Idexx Laboratories (US);2019;2.71;0.41;0.81;0.14;0.9;INDUS;SHORT
Idexx Laboratories (US);2020;2.9;0.43;0.87;0.14;0.94;INDUS;SHORT
Idexx Laboratories (US);2021;3.1;0.46;0.93;0.16;0.97;INDUS;SHORT
Idexx Laboratories (US);2022;3.32;0.5;1.0;0.17;1.01;INDUS;SHORT
Idexx Laboratories (US);2023;3.55;0.53;1.06;0.18;1.06;INDUS;SHORT
Idexx Laboratories (US);2024;3.8;0.57;1.14;0.19;1.1;INDUS;SHORT
Illinois Tool Works (US);2015;13.41;1.52;3.15;0.42;4.8;INDUS;SHORT
Illinois Tool Works (US);2016;13.59;1.55;3.25;0.43;5.0;INDUS;SHORT
Illinois Tool Works (US);2017;14.31;1.62;3.55;0.45;5.0;INDUS;SHORT
Illinois Tool Works (US);2018;14.77;1.75;3.65;0.48;4.8;INDUS;SHORT
Illinois Tool Works (US);2019;14.11;1.85;3.45;0.46;4.5;INDUS;SHORT
Illinois Tool Works (US);2020;12.57;1.82;2.85;0.42;4.3;INDUS;SHORT
Illinois Tool Works (US);2021;14.45;1.95;3.55;0.48;4.5;INDUS;SHORT
Illinois Tool Works (US);2022;15.92;2.15;3.85;0.52;4.6;INDUS;SHORT
Illinois Tool Works (US);2023;16.11;2.25;4.05;0.55;4.5;INDUS;SHORT
Illinois Tool Works (US);2024;16.52;2.35;4.25;0.58;4.6;INDUS;SHORT
Illumina (US);2015;2.22;0.85;0.52;0.42;0.46;INDUS;SHORT
Illumina (US);2016;2.4;0.92;0.58;0.51;0.54;INDUS;SHORT
Illumina (US);2017;2.75;1.05;0.72;0.55;0.58;INDUS;SHORT
Illumina (US);2018;3.33;1.25;0.85;0.62;0.73;INDUS;SHORT
Illumina (US);2019;3.54;1.45;0.95;0.65;0.77;INDUS;SHORT
Illumina (US);2020;3.24;1.65;0.65;0.68;0.78;INDUS;SHORT
